timestamp,src_port,dst_port,protocol,packet_size,label
2025-10-22T23:31:05.621990,34727,7978,TCP,53,0
2025-10-22T23:31:07.534271,54309,5109,UDP,442,0
2025-10-22T23:31:08.885498,57969,7461,TCP,305,0
2025-10-22T23:31:10.722789,36801,6281,TCP,43,0
2025-10-22T23:31:12.084833,42519,7341,TCP,190,0
2025-10-22T23:31:13.749634,11627,3211,TCP,441,0
2025-10-22T23:31:15.096923,12747,5052,UDP,281,0
2025-10-22T23:31:16.194919,35107,1559,UDP,224,0
2025-10-22T23:31:18.086674,32973,4437,UDP,151,0
2025-10-22T23:31:18.900745,6883,432,ICMP,220,0
2025-10-22T23:31:20.535027,16446,5447,TCP,393,0
2025-10-22T23:31:20.949057,62618,3539,TCP,265,0
2025-10-22T23:31:21.123093,31756,4667,ICMP,354,0
2025-10-22T23:31:22.431113,40416,3046,TCP,547,0
2025-10-22T23:31:24.255710,40806,2147,TCP,383,0
2025-10-22T23:31:25.559402,4557,3303,TCP,130,0
2025-10-22T23:31:26.385451,52858,1921,TCP,335,0
2025-10-22T23:31:26.582203,49966,1543,TCP,232,0
2025-10-22T23:31:26.896090,31157,2918,UDP,156,0
2025-10-22T23:31:27.283000,48109,6311,TCP,57,0
2025-10-22T23:31:27.819966,34969,5937,TCP,394,0
2025-10-22T23:31:28.451713,58596,2726,UDP,221,0
2025-10-22T23:31:29.287352,33428,7487,TCP,526,0
2025-10-22T23:31:31.088217,41121,7739,UDP,190,0
2025-10-22T23:31:32.413215,20974,2023,TCP,170,0
2025-10-22T23:31:33.193903,8569,1328,TCP,332,0
2025-10-22T23:31:33.694055,16416,988,TCP,237,0
2025-10-22T23:31:35.608699,61297,4515,TCP,567,0
2025-10-22T23:31:36.479604,60216,6972,ICMP,436,0
2025-10-22T23:31:37.415110,43959,7868,TCP,462,0
2025-10-22T23:31:37.868297,39548,90,UDP,499,0
2025-10-22T23:31:38.736874,16606,7328,TCP,170,0
2025-10-22T23:31:38.759484,4251,957,TCP,272,0
2025-10-22T23:31:39.781162,18018,4636,UDP,320,0
2025-10-22T23:31:39.821729,22688,7654,TCP,134,0
2025-10-22T23:31:41.481492,53087,1009,TCP,240,0
2025-10-22T23:31:42.683016,58993,8080,TCP,1356,1
2025-10-22T23:31:43.000183,35125,443,TCP,1138,1
2025-10-22T23:31:43.221799,30740,80,TCP,1071,1
2025-10-22T23:31:43.963795,40942,8080,TCP,1230,1
2025-10-22T23:31:44.847380,43643,5897,UDP,289,0
2025-10-22T23:31:45.445325,44846,5573,TCP,258,0
2025-10-22T23:31:46.456098,56515,4260,TCP,558,0
2025-10-22T23:31:47.732550,61639,3470,TCP,181,0
2025-10-22T23:31:48.727835,54843,7089,TCP,459,0
2025-10-22T23:31:49.977746,11106,4452,TCP,587,0
2025-10-22T23:31:51.556458,42351,5152,TCP,254,0
2025-10-22T23:31:52.178242,17557,82,UDP,349,0
2025-10-22T23:31:53.128441,48920,3925,TCP,229,0
2025-10-22T23:31:53.417541,40641,5901,TCP,452,0
2025-10-22T23:31:55.172741,32794,6726,TCP,452,0
2025-10-22T23:31:55.757915,3828,7716,TCP,467,0
2025-10-22T23:31:55.780535,25523,5137,UDP,525,0
2025-10-22T23:31:56.656368,2355,4988,TCP,87,0
2025-10-22T23:31:58.309610,22595,7215,UDP,280,0
2025-10-22T23:32:00.190422,52160,3564,TCP,214,0
2025-10-22T23:32:00.712961,3078,4746,TCP,407,0
2025-10-22T23:32:01.004429,21433,4932,TCP,148,0
2025-10-22T23:32:01.503738,3171,2935,TCP,279,0
2025-10-22T23:32:01.840395,33792,5038,TCP,76,0
2025-10-22T23:32:03.302546,44984,7734,TCP,111,0
2025-10-22T23:32:04.247947,57479,2571,UDP,197,0
2025-10-22T23:32:05.342884,64001,5746,UDP,495,0
2025-10-22T23:32:05.814267,52912,4462,TCP,432,0
2025-10-22T23:32:07.348005,4830,5418,TCP,60,0
2025-10-22T23:32:08.472093,35430,6449,TCP,420,0
2025-10-22T23:32:09.052025,27879,3052,UDP,480,0
2025-10-22T23:32:10.924371,62188,986,TCP,165,2
2025-10-22T23:32:11.477370,6109,572,TCP,199,2
2025-10-22T23:32:11.885126,14420,564,TCP,160,2
2025-10-22T23:32:12.317419,65466,38,TCP,157,2
2025-10-22T23:32:12.761225,25992,950,TCP,121,2
2025-10-22T23:32:14.221438,6884,5022,TCP,198,0
2025-10-22T23:32:15.420063,43204,6613,TCP,599,0
2025-10-22T23:32:16.773540,25204,2369,UDP,41,0
2025-10-22T23:32:18.412501,49846,2393,TCP,351,0
2025-10-22T23:32:18.738658,50225,6885,TCP,299,0
2025-10-22T23:32:20.294949,36681,3035,TCP,117,0
2025-10-22T23:32:21.482704,48667,1680,UDP,212,0
2025-10-22T23:32:22.255943,28020,5695,ICMP,125,0
2025-10-22T23:32:22.812846,56964,896,TCP,151,2
2025-10-22T23:32:23.270614,58217,1023,TCP,169,2
2025-10-22T23:32:23.886476,54240,817,TCP,143,2
2025-10-22T23:32:24.120637,24937,344,TCP,133,2
2025-10-22T23:32:24.733280,60132,846,TCP,95,2
2025-10-22T23:32:24.976104,43896,908,TCP,73,2
2025-10-22T23:32:26.388481,22656,4607,TCP,477,0
2025-10-22T23:32:26.537437,49200,6661,TCP,211,0
2025-10-22T23:32:26.732644,20671,3384,TCP,444,0
2025-10-22T23:32:28.024493,7858,7393,TCP,177,0
2025-10-22T23:32:28.698725,7549,666,TCP,178,2
2025-10-22T23:32:29.088568,36325,110,TCP,182,2
2025-10-22T23:32:29.857060,61715,445,TCP,81,2
2025-10-22T23:32:30.684012,8600,1651,TCP,167,0
2025-10-22T23:32:32.487696,48539,909,TCP,165,0
2025-10-22T23:32:33.538771,38018,1883,TCP,1308,1
2025-10-22T23:32:34.194760,50008,80,UDP,1089,1
2025-10-22T23:32:34.723127,12636,8080,TCP,1383,1
2025-10-22T23:32:35.319683,61571,506,UDP,165,0
2025-10-22T23:32:35.718653,49069,3071,TCP,435,0
2025-10-22T23:32:36.974940,27537,3516,TCP,210,0
2025-10-22T23:32:37.083053,9031,5822,TCP,108,0
2025-10-22T23:32:37.905257,21819,3012,TCP,278,0
2025-10-22T23:32:38.509221,53106,5113,UDP,494,0
2025-10-22T23:32:39.874927,27999,3898,TCP,541,0
2025-10-22T23:32:41.554411,34359,753,TCP,195,2
2025-10-22T23:32:41.754434,39865,637,TCP,188,2
2025-10-22T23:32:42.194173,7657,859,TCP,131,2
2025-10-22T23:32:42.196273,22127,145,TCP,70,2
2025-10-22T23:32:42.759385,50658,847,TCP,43,2
2025-10-22T23:32:43.130239,60975,716,TCP,145,2
2025-10-22T23:32:43.381021,32782,675,TCP,138,2
2025-10-22T23:32:44.767890,43065,7950,TCP,487,0
2025-10-22T23:32:45.231789,8211,357,TCP,140,0
2025-10-22T23:32:46.741825,44437,2585,TCP,113,0
2025-10-22T23:32:46.881584,34678,6989,UDP,569,0
2025-10-22T23:32:47.438424,13938,1318,TCP,56,0
2025-10-22T23:32:47.995569,24691,6887,TCP,324,0
2025-10-22T23:32:48.306119,27921,7119,UDP,387,0
2025-10-22T23:32:49.850557,49579,2545,TCP,174,0
2025-10-22T23:32:50.030416,8847,2938,TCP,373,0
2025-10-22T23:32:51.404935,4935,3403,TCP,581,0
2025-10-22T23:32:51.684290,11350,137,TCP,179,2
2025-10-22T23:32:52.272559,62540,856,TCP,114,2
2025-10-22T23:32:52.825760,32066,732,TCP,81,2
2025-10-22T23:32:53.420754,38997,98,TCP,67,2
2025-10-22T23:32:54.758543,62256,4006,TCP,594,0
2025-10-22T23:32:54.849000,53291,8045,TCP,521,0
2025-10-22T23:32:55.006440,8875,1883,TCP,1471,1
2025-10-22T23:32:55.575989,61856,443,UDP,1394,1
2025-10-22T23:32:56.374665,3410,1883,TCP,1408,1
2025-10-22T23:32:56.697204,31039,443,TCP,1436,1
2025-10-22T23:32:57.166747,49703,6819,TCP,398,0
2025-10-22T23:32:58.924667,29394,2524,TCP,544,0
2025-10-22T23:33:00.712405,37102,6243,UDP,101,0
2025-10-22T23:33:02.256236,13218,2336,TCP,291,0
2025-10-22T23:33:02.529721,26317,1459,TCP,311,0
2025-10-22T23:33:02.837884,33566,5490,TCP,177,0
2025-10-22T23:33:03.905628,43379,6342,TCP,230,0
2025-10-22T23:33:04.815597,6557,2312,UDP,533,0
2025-10-22T23:33:05.821129,32210,7831,TCP,516,0
2025-10-22T23:33:06.435582,22011,1005,TCP,152,0
2025-10-22T23:33:06.814682,19839,8016,TCP,329,0
2025-10-22T23:33:07.813062,33030,4494,TCP,414,0
2025-10-22T23:33:08.021751,5169,6072,TCP,300,0
2025-10-22T23:33:09.790086,40140,6523,TCP,414,0
2025-10-22T23:33:10.094979,60073,8080,TCP,1102,1
2025-10-22T23:33:10.221626,49350,80,UDP,1271,1
2025-10-22T23:33:10.708911,62124,443,UDP,1226,1
2025-10-22T23:33:11.220119,6446,80,UDP,1183,1
2025-10-22T23:33:11.816023,47943,80,UDP,1481,1
2025-10-22T23:33:12.127895,62909,80,TCP,1380,1
2025-10-22T23:33:13.364065,18262,6580,TCP,271,0
2025-10-22T23:33:13.625187,25886,5094,UDP,497,0
2025-10-22T23:33:13.794935,10563,5062,UDP,112,0
2025-10-22T23:33:15.576277,1612,4145,UDP,66,0
2025-10-22T23:33:15.986931,15198,1508,TCP,383,0
2025-10-22T23:33:17.184931,6084,8022,TCP,52,0
2025-10-22T23:33:18.256692,54951,2413,ICMP,83,0
2025-10-22T23:33:19.727433,29822,5467,UDP,551,0
2025-10-22T23:33:21.414342,38926,1265,TCP,377,0
2025-10-22T23:33:22.751222,61125,6526,TCP,572,0
2025-10-22T23:33:22.757307,60003,5896,TCP,599,0
2025-10-22T23:33:24.203534,23124,8080,TCP,1074,1
2025-10-22T23:33:24.909505,58998,443,TCP,1138,1
2025-10-22T23:33:25.691859,37574,80,UDP,1051,1
2025-10-22T23:33:27.716177,4681,4909,TCP,298,0
2025-10-22T23:33:28.635526,42175,80,TCP,1446,1
2025-10-22T23:33:29.084202,27244,1883,TCP,1024,1
2025-10-22T23:33:29.792466,23420,8080,TCP,1386,1
2025-10-22T23:33:30.521675,42195,1883,TCP,1498,1
2025-10-22T23:33:31.996041,41340,5601,TCP,359,0
2025-10-22T23:33:32.222853,22132,111,TCP,192,2
2025-10-22T23:33:32.740232,6369,8,TCP,164,2
2025-10-22T23:33:33.067646,5004,917,TCP,83,2
2025-10-22T23:33:35.800743,7247,48,TCP,417,0
2025-10-22T23:33:37.696661,45969,6561,TCP,501,0
2025-10-22T23:33:38.097459,46943,4939,TCP,306,0
2025-10-22T23:33:38.570918,4161,6018,UDP,366,0
2025-10-22T23:33:38.978285,33529,298,TCP,302,0
2025-10-22T23:33:39.477552,48037,6798,TCP,65,0
2025-10-22T23:33:40.797591,63354,8065,TCP,578,0
2025-10-22T23:33:42.236979,9515,7003,TCP,220,0
2025-10-22T23:33:43.662776,2327,1883,TCP,1488,1
2025-10-22T23:33:43.892668,29590,443,TCP,1289,1
2025-10-22T23:33:44.058021,21437,443,TCP,1089,1
2025-10-22T23:33:45.601184,5577,2837,UDP,67,0
2025-10-22T23:33:47.307284,47043,2551,TCP,226,0
2025-10-22T23:33:48.017998,32273,5744,TCP,442,0
2025-10-22T23:33:49.592763,46839,549,TCP,468,0
2025-10-22T23:33:49.832346,20852,1801,ICMP,371,0
2025-10-22T23:33:50.683423,62942,4036,UDP,417,0
2025-10-22T23:33:51.988247,51182,2824,TCP,551,0
2025-10-22T23:33:52.115519,2675,730,TCP,121,2
2025-10-22T23:33:52.782640,38381,288,TCP,138,2
2025-10-22T23:33:53.568951,39262,692,TCP,197,2
2025-10-22T23:33:54.979934,5575,6268,TCP,359,0
2025-10-22T23:33:56.411221,1723,3374,TCP,249,0
2025-10-22T23:33:57.909765,36288,2593,TCP,178,0
2025-10-22T23:33:58.038474,8358,5974,UDP,248,0
2025-10-22T23:33:59.518349,64066,3421,ICMP,481,0
2025-10-22T23:34:01.109928,49266,7529,TCP,325,0
2025-10-22T23:34:02.527845,53387,2416,TCP,140,0
2025-10-22T23:34:03.355049,61182,3530,UDP,538,0
2025-10-22T23:34:04.765527,39460,4017,UDP,574,0
2025-10-22T23:34:05.192496,11226,2426,UDP,461,0
2025-10-22T23:34:05.343387,45263,7431,UDP,563,0
2025-10-22T23:34:06.299140,47372,6326,TCP,557,0
2025-10-22T23:34:06.354271,53403,1974,TCP,549,0
2025-10-22T23:34:08.014300,32484,5482,UDP,571,0
2025-10-22T23:34:08.503792,34435,7965,TCP,310,0
2025-10-22T23:34:08.755023,21544,2761,TCP,51,0
2025-10-22T23:34:08.877727,46460,1156,UDP,153,0
2025-10-22T23:34:10.182950,14623,2457,TCP,579,0
2025-10-22T23:34:10.918157,17993,4458,TCP,441,0
2025-10-22T23:34:11.312794,44305,7628,TCP,387,0
2025-10-22T23:34:12.225016,63595,3821,TCP,400,0
2025-10-22T23:34:13.617479,60422,985,TCP,78,2
2025-10-22T23:34:14.172460,15873,302,TCP,64,2
2025-10-22T23:34:14.610604,31998,492,TCP,161,2
2025-10-22T23:34:15.356533,28953,132,TCP,103,2
2025-10-22T23:34:17.841932,22779,7867,TCP,303,0
2025-10-22T23:34:17.877417,19601,540,TCP,42,2
2025-10-22T23:34:18.344956,3765,165,TCP,79,2
2025-10-22T23:34:18.659774,59339,672,TCP,125,2
2025-10-22T23:34:19.452830,14357,461,TCP,148,2
2025-10-22T23:34:20.099066,47348,231,TCP,127,2
2025-10-22T23:34:21.926196,62529,5183,UDP,310,0
2025-10-22T23:34:23.166801,35918,1499,TCP,590,0
2025-10-22T23:34:25.159610,42064,2804,TCP,501,0
2025-10-22T23:34:26.423578,40985,2969,TCP,587,0
2025-10-22T23:34:27.071949,28997,2431,TCP,471,0
2025-10-22T23:34:28.046010,39211,2870,TCP,277,0
2025-10-22T23:34:29.573122,35806,2429,TCP,322,0
2025-10-22T23:34:31.389590,49987,6443,UDP,218,0
2025-10-22T23:34:32.756095,17732,2345,TCP,239,0
2025-10-22T23:34:33.533713,63800,583,TCP,228,0
2025-10-22T23:34:34.633621,3288,6634,TCP,165,0
2025-10-22T23:34:35.537419,23534,6043,TCP,63,0
2025-10-22T23:34:36.481015,37409,5428,TCP,546,0
2025-10-22T23:34:38.425506,56037,379,TCP,533,0
2025-10-22T23:34:38.510255,29558,3461,TCP,255,0
2025-10-22T23:34:39.539761,31917,1733,TCP,575,0
2025-10-22T23:34:41.427472,53166,7533,UDP,583,0
2025-10-22T23:34:41.631194,51441,47,TCP,88,2
2025-10-22T23:34:42.181258,41561,87,TCP,67,2
2025-10-22T23:34:42.510689,64972,131,TCP,128,2
2025-10-22T23:34:43.273543,29777,762,TCP,73,2
2025-10-22T23:34:43.341480,7074,17,TCP,143,2
2025-10-22T23:34:43.982036,14567,710,TCP,66,2
2025-10-22T23:34:45.077625,63341,4841,UDP,204,0
2025-10-22T23:34:46.760901,45227,2516,UDP,530,0
2025-10-22T23:34:48.193050,10829,5218,TCP,48,0
2025-10-22T23:34:49.482309,18317,5727,TCP,316,0
2025-10-22T23:34:50.285344,7064,576,TCP,102,2
2025-10-22T23:34:50.769384,42440,345,TCP,196,2
2025-10-22T23:34:51.049807,7766,919,TCP,107,2
2025-10-22T23:34:51.835976,55495,400,TCP,41,2
2025-10-22T23:34:52.264105,32258,945,TCP,57,2
2025-10-22T23:34:52.366461,44898,684,TCP,98,2
2025-10-22T23:34:53.814742,9424,2583,UDP,506,0
2025-10-22T23:34:54.358271,25852,5184,UDP,532,0
2025-10-22T23:34:55.064353,39356,1336,TCP,234,0
2025-10-22T23:34:55.109813,18700,3380,UDP,246,0
2025-10-22T23:34:56.000646,13508,5469,UDP,162,0
2025-10-22T23:34:57.142173,6244,5441,TCP,589,0
2025-10-22T23:34:57.877708,29366,232,ICMP,299,0
2025-10-22T23:34:59.792827,30571,968,ICMP,122,0
2025-10-22T23:35:00.177774,19714,546,TCP,102,2
2025-10-22T23:35:00.198066,30340,718,TCP,89,2
2025-10-22T23:35:00.886988,39962,605,TCP,85,2
2025-10-22T23:35:01.649304,16717,851,TCP,178,2
2025-10-22T23:35:01.818291,52590,580,TCP,182,2
2025-10-22T23:35:02.159569,12712,876,TCP,126,2
2025-10-22T23:35:04.379114,29612,1560,UDP,126,0
2025-10-22T23:35:05.741453,44037,7466,TCP,341,0
2025-10-22T23:35:07.552362,24470,1883,TCP,1380,1
2025-10-22T23:35:07.972305,39749,1883,UDP,1363,1
2025-10-22T23:35:08.556707,19498,1883,TCP,1101,1
2025-10-22T23:35:09.881007,2546,2923,TCP,453,0
2025-10-22T23:35:11.015948,40532,2362,TCP,86,0
2025-10-22T23:35:11.474827,18974,7695,TCP,66,0
2025-10-22T23:35:12.386830,63192,2012,TCP,511,0
2025-10-22T23:35:13.472774,56790,501,TCP,599,0
2025-10-22T23:35:14.291409,23555,937,TCP,478,0
2025-10-22T23:35:15.811883,27266,7164,TCP,237,0
2025-10-22T23:35:17.102149,11919,3822,UDP,103,0
2025-10-22T23:35:18.761863,27750,3710,TCP,529,0
2025-10-22T23:35:18.921860,5658,5958,TCP,580,0
2025-10-22T23:35:20.390712,56908,5826,TCP,358,0
2025-10-22T23:35:22.118786,2543,6457,UDP,553,0
2025-10-22T23:35:22.682852,8667,2713,TCP,216,0
2025-10-22T23:35:24.153134,40568,1908,TCP,221,0
2025-10-22T23:35:24.411720,6966,87,TCP,321,0
2025-10-22T23:35:25.163901,31536,4733,ICMP,125,0
2025-10-22T23:35:26.825899,61170,2094,UDP,395,0
2025-10-22T23:35:27.347774,53315,3364,TCP,345,0
2025-10-22T23:35:28.356424,35120,1062,TCP,137,0
2025-10-22T23:35:28.538393,33513,5819,TCP,535,0
2025-10-22T23:35:30.298052,27717,4940,TCP,242,0
2025-10-22T23:35:31.237567,6524,3450,TCP,169,0
2025-10-22T23:35:32.292345,63588,1798,TCP,132,0
2025-10-22T23:35:33.121038,4523,2855,UDP,279,0
2025-10-22T23:35:34.146114,49314,5464,TCP,360,0
2025-10-22T23:35:34.678168,17560,5066,UDP,178,0
2025-10-22T23:35:36.228072,51126,21,TCP,167,0
2025-10-22T23:35:36.750911,14208,1601,TCP,103,0
2025-10-22T23:35:37.065327,43134,6938,UDP,249,0
2025-10-22T23:35:38.363054,31016,5625,TCP,521,0
2025-10-22T23:35:38.591360,51657,3531,TCP,312,0
2025-10-22T23:35:40.017138,47855,3227,TCP,489,0
2025-10-22T23:35:41.348318,20419,7298,ICMP,326,0
2025-10-22T23:35:41.455926,35635,4162,TCP,126,0
2025-10-22T23:35:42.892775,33851,3570,TCP,104,0
2025-10-22T23:35:44.502321,45048,7495,TCP,174,0
2025-10-22T23:35:44.649071,16072,7756,TCP,371,0
2025-10-22T23:35:45.340535,59396,6683,TCP,534,0
2025-10-22T23:35:46.068099,32179,7954,TCP,569,0
2025-10-22T23:35:48.014448,56109,80,TCP,1202,1
2025-10-22T23:35:48.319700,56588,1883,UDP,1144,1
2025-10-22T23:35:49.099828,5208,80,TCP,1480,1
2025-10-22T23:35:49.561862,64636,8080,TCP,1471,1
2025-10-22T23:35:51.363662,57145,4887,TCP,61,0
2025-10-22T23:35:52.908578,56032,7065,UDP,289,0
2025-10-22T23:35:54.706471,64001,2856,TCP,111,0
2025-10-22T23:35:56.513609,10838,6504,UDP,240,0
2025-10-22T23:35:56.992740,12355,6773,TCP,42,0
2025-10-22T23:35:57.114204,42445,6586,TCP,416,0
2025-10-22T23:35:58.904916,26837,4253,TCP,202,0
2025-10-22T23:35:59.412970,25682,6436,TCP,104,0
2025-10-22T23:36:00.494511,31422,6531,TCP,347,0
2025-10-22T23:36:00.873314,52636,5643,TCP,284,0
2025-10-22T23:36:01.896375,37387,3361,TCP,167,0
2025-10-22T23:36:02.370461,20746,5085,TCP,91,0
2025-10-22T23:36:03.102168,53887,5972,TCP,74,0
2025-10-22T23:36:03.539483,49841,380,TCP,578,0
2025-10-22T23:36:05.351958,7877,2455,TCP,474,0
2025-10-22T23:36:07.164884,48081,532,UDP,511,0
2025-10-22T23:36:08.068754,60853,1380,ICMP,575,0
2025-10-22T23:36:08.938683,50148,7033,TCP,100,0
2025-10-22T23:36:10.399282,61490,5014,TCP,58,0
2025-10-22T23:36:10.690249,56348,619,TCP,342,0
2025-10-22T23:36:12.491157,21799,5500,UDP,411,0
2025-10-22T23:36:13.101417,20147,4500,TCP,515,0
2025-10-22T23:36:14.200281,44280,5719,TCP,491,0
2025-10-22T23:36:15.461885,34947,5959,TCP,47,0
2025-10-22T23:36:15.801439,15349,2539,UDP,60,0
2025-10-22T23:36:16.208609,28648,2176,UDP,471,0
2025-10-22T23:36:18.076347,63521,3646,UDP,178,0
2025-10-22T23:36:19.745776,40691,6894,UDP,227,0
2025-10-22T23:36:20.563437,31347,4427,TCP,518,0
2025-10-22T23:36:21.873635,5623,7226,TCP,95,0
2025-10-22T23:36:23.641842,37245,4219,TCP,567,0
2025-10-22T23:36:24.804820,23326,4886,TCP,454,0
2025-10-22T23:36:25.557967,35842,742,TCP,90,0
2025-10-22T23:36:26.708314,21568,4176,TCP,153,0
2025-10-22T23:36:27.368562,16062,196,UDP,128,0
2025-10-22T23:36:28.732414,6971,80,UDP,1325,1
2025-10-22T23:36:29.298775,25894,8080,TCP,1226,1
2025-10-22T23:36:29.881674,13071,8080,TCP,1362,1
2025-10-22T23:36:30.098006,23123,80,TCP,1456,1
2025-10-22T23:36:30.489196,3244,1883,TCP,1229,1
2025-10-22T23:36:31.106645,24233,8080,UDP,1279,1
2025-10-22T23:36:32.776983,16411,2133,TCP,456,0
2025-10-22T23:36:34.506522,18062,2066,TCP,80,0
2025-10-22T23:36:35.268886,10786,1720,TCP,374,0
2025-10-22T23:36:36.750131,65515,4645,TCP,75,0
2025-10-22T23:36:38.388307,20984,6616,TCP,440,0
2025-10-22T23:36:39.541011,49244,4799,UDP,50,0
2025-10-22T23:36:40.137163,51543,1864,TCP,179,0
2025-10-22T23:36:41.465191,45280,1251,TCP,127,0
2025-10-22T23:36:42.469925,44405,832,TCP,104,0
2025-10-22T23:36:43.743865,48714,2521,TCP,497,0
2025-10-22T23:36:44.208263,5425,1851,TCP,460,0
2025-10-22T23:36:44.638983,32550,4175,UDP,560,0
2025-10-22T23:36:46.538324,58345,3376,ICMP,305,0
2025-10-22T23:36:47.087418,58812,2891,UDP,220,0
2025-10-22T23:36:48.453392,32418,3587,TCP,442,0
2025-10-22T23:36:48.542776,6966,3963,TCP,118,0
2025-10-22T23:36:49.494118,35965,3088,TCP,58,0
2025-10-22T23:36:51.270328,6377,4980,TCP,190,0
2025-10-22T23:36:51.515910,14747,4747,UDP,81,0
2025-10-22T23:36:52.023750,62838,176,UDP,241,0
2025-10-22T23:36:52.221273,25882,5243,ICMP,47,0
2025-10-22T23:36:52.777232,21852,212,TCP,129,2
2025-10-22T23:36:53.220933,1719,566,TCP,179,2
2025-10-22T23:36:53.851982,41040,270,TCP,71,2
2025-10-22T23:36:54.740004,12197,7119,TCP,262,0
2025-10-22T23:36:55.290394,60766,1597,TCP,497,0
2025-10-22T23:36:56.787177,8893,4125,TCP,536,0
2025-10-22T23:36:57.922299,50526,6776,TCP,544,0
2025-10-22T23:36:58.340512,29147,7770,TCP,113,0
2025-10-22T23:36:58.966004,42715,4247,TCP,250,0
2025-10-22T23:36:59.962422,16826,3876,TCP,53,0
2025-10-22T23:37:01.101860,63872,6632,TCP,478,0
2025-10-22T23:37:02.656105,36346,3258,TCP,365,0
2025-10-22T23:37:03.669651,50421,965,TCP,132,2
2025-10-22T23:37:04.423218,58208,211,TCP,133,2
2025-10-22T23:37:04.534763,56715,210,TCP,141,2
2025-10-22T23:37:04.909701,51694,862,TCP,118,2
2025-10-22T23:37:05.139013,41976,787,TCP,182,2
2025-10-22T23:37:06.798436,62866,5327,UDP,120,0
2025-10-22T23:37:07.461092,12145,8035,UDP,169,0
2025-10-22T23:37:09.436192,49041,4564,UDP,146,0
2025-10-22T23:37:10.055038,48027,279,TCP,70,2
2025-10-22T23:37:10.135060,23000,600,TCP,165,2
2025-10-22T23:37:10.193310,33453,266,TCP,167,2
2025-10-22T23:37:10.283903,29818,817,TCP,100,2
2025-10-22T23:37:10.967405,12100,410,TCP,85,2
2025-10-22T23:37:11.587246,49360,2533,TCP,516,0
2025-10-22T23:37:13.515113,36109,611,TCP,118,2
2025-10-22T23:37:13.930148,6041,901,TCP,199,2
2025-10-22T23:37:14.081442,58963,985,TCP,161,2
2025-10-22T23:37:14.633431,35398,829,TCP,154,2
2025-10-22T23:37:15.166073,39997,859,TCP,127,2
2025-10-22T23:37:16.016373,47070,724,TCP,128,2
2025-10-22T23:37:16.032529,42576,54,TCP,40,2
2025-10-22T23:37:16.414694,16924,949,TCP,80,2
2025-10-22T23:37:17.923168,36138,4561,UDP,106,0
2025-10-22T23:37:18.949946,12510,6095,TCP,133,0
2025-10-22T23:37:19.042856,12864,3222,TCP,451,0
2025-10-22T23:37:19.645646,10445,2855,TCP,533,0
2025-10-22T23:37:20.169325,43555,5156,UDP,208,0
2025-10-22T23:37:20.976035,38968,7671,TCP,494,0
2025-10-22T23:37:22.895185,8832,7657,UDP,543,0
2025-10-22T23:37:24.514018,9688,1893,TCP,63,0
2025-10-22T23:37:26.344835,40141,1460,TCP,207,0
2025-10-22T23:37:26.618611,7658,5993,TCP,422,0
2025-10-22T23:37:27.710438,17811,3481,TCP,377,0
2025-10-22T23:37:27.797574,25472,6073,TCP,557,0
2025-10-22T23:37:28.956469,61447,6458,TCP,46,0
2025-10-22T23:37:30.472858,8272,127,TCP,553,0
2025-10-22T23:37:31.259034,56640,5793,UDP,463,0
2025-10-22T23:37:33.023750,13656,4532,TCP,165,0
2025-10-22T23:37:33.912991,49073,925,TCP,526,0
2025-10-22T23:37:34.351796,62257,7496,TCP,175,0
2025-10-22T23:37:34.703843,21498,3881,UDP,67,0
2025-10-22T23:37:36.281003,19188,4921,TCP,104,0
2025-10-22T23:37:36.661235,1795,4965,TCP,546,0
2025-10-22T23:37:38.542337,7539,2470,ICMP,448,0
2025-10-22T23:37:39.540820,6977,6425,UDP,339,0
2025-10-22T23:37:40.304710,53700,5806,TCP,184,0
2025-10-22T23:37:40.580351,35785,6171,TCP,482,0
2025-10-22T23:37:41.916992,17470,6771,UDP,446,0
2025-10-22T23:37:42.749748,3803,2059,UDP,194,0
2025-10-22T23:37:44.298708,33672,1082,TCP,403,0
2025-10-22T23:37:44.961237,18002,1768,UDP,319,0
2025-10-22T23:37:46.559692,63838,4171,UDP,206,0
2025-10-22T23:37:47.562647,15496,2176,UDP,567,0
2025-10-22T23:37:48.311532,47285,3796,UDP,107,0
2025-10-22T23:37:49.054605,59713,5413,TCP,192,0
2025-10-22T23:37:50.767988,30576,6734,TCP,445,0
2025-10-22T23:37:51.283384,34815,225,ICMP,93,0
2025-10-22T23:37:51.746575,28479,1188,TCP,420,0
2025-10-22T23:37:53.370297,56088,6066,UDP,47,0
2025-10-22T23:37:54.215728,19579,4036,TCP,580,0
2025-10-22T23:37:55.207068,6383,3040,UDP,398,0
2025-10-22T23:37:56.447954,2818,1853,TCP,396,0
2025-10-22T23:37:57.531438,8804,2126,TCP,166,0
2025-10-22T23:37:58.417778,34527,7482,TCP,381,0
2025-10-22T23:37:59.433653,31775,1056,TCP,534,0
2025-10-22T23:38:00.518262,15619,5235,TCP,188,0
2025-10-22T23:38:01.867802,16613,2628,TCP,331,0
2025-10-22T23:38:03.707674,48772,6206,UDP,151,0
2025-10-22T23:38:04.803421,23009,3583,TCP,247,0
2025-10-22T23:38:06.104148,24767,3499,TCP,258,0
2025-10-22T23:38:07.526007,40572,1535,TCP,100,0
2025-10-22T23:38:08.829244,2380,3273,UDP,571,0
